	drug_id	drug_name	drug_status
3914	DB04772	1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE	experimental
3915	DB04773	METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE	experimental
3916	DB04774	Reidispongiolide A	experimental
3917	DB04775	Reidispongiolide C	experimental
3918	DB04776	(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol	experimental
3919	DB04777	(R)-4-Nitrostyrene oxide	experimental
3920	DB04779	ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE	experimental
3921	DB04781	5-hydroxyvaleric acid	experimental
3922	DB04782	(S)-4-Nitrostyrene oxide	experimental
3923	DB04783	Sphinxolide B	experimental
3924	DB04784	(R)-1-phenylethanol	experimental
3925	DB04786	Suramin	investigational
3926	DB04787	Tanaproget	investigational
3927	DB04788	Tagetitoxin	experimental
3928	DB04789	5-methyltetrahydrofolic acid	investigational, nutraceutical
3929	DB04790	2,5-bis-O-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-D-glucitol	experimental
3930	DB04791	2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL	experimental
3931	DB04792	2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL	experimental
3932	DB04793	1,4:3,6-Dianhydro-2-O-(3-carbamimidoylphenyl)-5-O-(4-carbamimidoylphenyl)-D-glucitol	experimental
3933	DB04794	Bifonazole	approved, investigational
3934	DB04795	Thenoyltrifluoroacetone	experimental
3935	DB04796	Inecalcitol	investigational
3936	DB04797	Triazolopyridine	experimental
3937	DB04798	THIO-ATPA	experimental
3938	DB04799	6-Hydroxy-5-undecyl-4,7-benzothiazoledione	experimental
3939	DB04800	1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID	experimental
3940	DB04801	cis-Vaccenic acid	experimental
3941	DB04803	Verdoheme	experimental
3942	DB04805	Virginiamycin S1	experimental
3943	DB04807	4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE	experimental
3944	DB04809	SALOPHEN-10-PROPIONATE IRON CHELATE	experimental
3945	DB04810	Salophen-10-carboxylate iron chelate	experimental
3946	DB04811	Salophen iron chelate	experimental
3947	DB04817	Metamizole	approved, investigational, withdrawn
3948	DB04820	Nialamide	approved, withdrawn
3949	DB04821	Nomifensine	approved, withdrawn
3950	DB04824	Phenolphthalein	approved, withdrawn
3951	DB04825	Prenylamine	approved, withdrawn
3952	DB04828	Zomepirac	withdrawn
3953	DB04829	Lysergic acid diethylamide	illicit, investigational, withdrawn
3954	DB04832	Zimelidine	approved, withdrawn
3955	DB04834	Rapacuronium	approved, withdrawn
3956	DB04835	Maraviroc	approved, investigational
3957	DB04836	Amineptine	illicit, withdrawn
3958	DB04837	Clofedanol	approved, withdrawn
3959	DB04838	Cyclandelate	approved
3960	DB04839	Cyproterone acetate	approved, investigational
3961	DB04840	Debrisoquine	approved, investigational
3962	DB04841	Flunarizine	approved
3963	DB04842	Fluspirilene	approved, investigational
3964	DB04843	Mepenzolate	approved
3965	DB04844	Tetrabenazine	approved, investigational
3966	DB04845	Ixabepilone	approved, investigational
3967	DB04846	Celiprolol	approved, investigational
3968	DB04847	Roxadustat	investigational
3969	DB04849	Cediranib	investigational
3970	DB04850	Posizolid	investigational
3971	DB04851	Biricodar	investigational
3972	DB04852	Implitapide	investigational
3973	DB04853	Binodenoson	investigational
3974	DB04854	Febuxostat	approved
3975	DB04855	Dronedarone	approved
3976	DB04856	Dexloxiglumide	investigational
3977	DB04857	Brasofensine	investigational
3978	DB04859	Zanapezil	investigational
3979	DB04860	Isatoribine	investigational
3980	DB04861	Nebivolol	approved, investigational
3981	DB04862	Merimepodib	investigational
3982	DB04863	Lefradafiban	investigational
3983	DB04864	Huperzine A	approved, experimental
3984	DB04865	Omacetaxine mepesuccinate	approved, investigational
3985	DB04866	Halofuginone	investigational, vet_approved
3986	DB04867	Lintitript	investigational
3987	DB04868	Nilotinib	approved, investigational
3988	DB04869	Olcegepant	investigational
3989	DB04871	Lorcaserin	approved
3990	DB04872	Osanetant	investigational
3991	DB04873	Piboserod	investigational
3992	DB04875	Pralnacasan	investigational
3993	DB04876	Vildagliptin	approved, investigational
3994	DB04877	Voacamine	experimental
3995	DB04878	Voglibose	investigational
3996	DB04879	Vatalanib	investigational
3997	DB04880	Enoximone	approved, investigational
3998	DB04881	Elacridar	investigational
3999	DB04882	Edotecarin	investigational
4000	DB04883	Darusentan	investigational
4001	DB04884	Dapoxetine	investigational
4002	DB04885	Cilansetron	investigational
4003	DB04886	Calanolide A	investigational
4004	DB04887	Brecanavir	investigational
4005	DB04888	Bifeprunox	investigational
4006	DB04889	Bicifadine	investigational
4007	DB04890	Bepotastine	approved
4008	DB04891	Becocalcidiol	investigational
4009	DB04892	Phenserine	investigational
4010	DB04893	AZD3409	investigational
4011	DB04894	Vapreotide	experimental, investigational
4012	DB04895	Pegaptanib	approved, investigational
4013	DB04896	Milnacipran	approved, investigational
4014	DB04898	Ximelagatran	approved, investigational, withdrawn
4015	DB04899	Nesiritide	approved, investigational
4016	DB04901	Galiximab	investigational
4017	DB04903	Pagoclone	investigational
4018	DB04905	Tesmilifene	investigational
4019	DB04908	Flibanserin	approved, investigational
4020	DB04910	Oxibendazole	investigational, vet_approved
4021	DB04912	Stannsoporfin	investigational
4022	DB04915	Idronoxil	investigational
4023	DB04917	Renzapride	investigational
4024	DB04918	Ceftobiprole	approved, investigational
4025	DB04919	Alfimeprase	investigational
4026	DB04920	Clevidipine	approved, investigational
4027	DB04924	Itopride	investigational
4028	DB04925	Desmoteplase	investigational
4029	DB04926	Neramexane	investigational
4030	DB04929	DG031	investigational
4031	DB04930	Permethrin	approved, investigational
4032	DB04931	Afamelanotide	experimental, investigational
4033	DB04932	Defibrotide	approved, investigational
4034	DB04933	Eritoran	investigational
4035	DB04934	Rifalazil	investigational
4036	DB04938	Ospemifene	approved, investigational
4037	DB04941	Crofelemer	approved
4038	DB04942	Tamibarotene	investigational
4039	DB04946	Iloperidone	approved
4040	DB04947	Altropane	investigational
4041	DB04948	Lofexidine	approved, investigational
4042	DB04951	Pirfenidone	approved, investigational
4043	DB04953	Ezogabine	approved, investigational
4044	DB04954	Tecadenoson	investigational
4045	DB04956	Afelimomab	investigational
4046	DB04957	Azimilide	investigational
4047	DB04958	Epratuzumab	investigational
4048	DB04959	Verpasep caltespen	investigational
4049	DB04960	Tipifarnib	investigational
4050	DB04964	Oregovomab	investigational
4051	DB04967	Lucanthone	investigational
4052	DB04970	Lesopitron	investigational
4053	DB04971	Reglitazar	investigational
4054	DB04972	Canfosfamide	investigational
4055	DB04973	LErafAON	investigational
4056	DB04974	AP1903	investigational
4057	DB04975	Banoxantrone	investigational
4058	DB04978	SP1049C	investigational
4059	DB04982	Talampanel	investigational
4060	DB04983	Denufosol	investigational
4061	DB04985	Tigapotide	investigational
4062	DB04988	IGN311	investigational
4063	DB04991	XL784	investigational
4064	DB04997	ATL1102	investigational
4065	DB04998	AGRO100	investigational
4066	DB05001	PSN9301	investigational
4067	DB05003	Imexon	investigational
4068	DB05004	Peptide YY (3-36)	investigational
4069	DB05009	Apadenoson	investigational
4070	DB05010	SGS-742	investigational
4071	DB05012	XEN2174	investigational
4072	DB05013	Ingenol mebutate	approved
4073	DB05014	XL999	investigational
4074	DB05015	Belinostat	approved, investigational
4075	DB05017	YSIL6	investigational
4076	DB05018	Migalastat	approved, investigational
4077	DB05020	ANA380	investigational
4078	DB05022	Amonafide	investigational
4079	DB05023	ATL1101	investigational
4080	DB05024	CTA018	investigational
4081	DB05025	Arimoclomol	investigational
4082	DB05032	REV131	investigational
4083	DB05033	INCB7839	investigational
4084	DB05034	Ularitide	investigational
4085	DB05035	Eprotirome	investigational
4086	DB05036	Grn163l	investigational
4087	DB05038	Anatibant	investigational
4088	DB05039	Indacaterol	approved
4089	DB05042	SGS518	investigational
4090	DB05044	PSN357	investigational
4091	DB05045	Obinepitide	investigational
4092	DB05046	V1003	investigational
4093	DB05047	CX717	illicit, investigational
4094	DB05049	DDP733	investigational
4095	DB05050	ADL5859	investigational
4096	DB05052	MF101	investigational
4097	DB05053	MB-07803	investigational
4098	DB05060	R1626	investigational
4099	DB05064	INCB13739	investigational
4100	DB05069	ATG003	investigational
4101	DB05070	ADX10059	investigational
4102	DB05072	AV608	investigational
4103	DB05073	SRT501	investigational
4104	DB05075	TG-100801	investigational
4105	DB05077	SLV319	investigational
4106	DB05078	AER001	investigational
4107	DB05079	HY10275	investigational
4108	DB05080	OBE101	investigational
4109	DB05084	Abaloparatide	approved, investigational
4110	DB05085	TM30339	investigational
4111	DB05087	Ganaxolone	investigational
4112	DB05088	Tetrathiomolybdate	investigational
4113	DB05091	M0002	investigational
4114	DB05092	CDP323	investigational
4115	DB05095	Cimicoxib	investigational
4116	DB05096	LY2140023	investigational
4117	DB05097	Labetuzumab	investigational
4118	DB05098	Leptin	investigational
4119	DB05099	Ancrod	approved, investigational
4120	DB05101	Matuzumab	investigational
4121	DB05102	Rupintrivir	investigational
4122	DB05104	Asimadoline	investigational
4123	DB05105	Pleconaril	investigational
4124	DB05107	16-Bromoepiandrosterone	investigational
4125	DB05110	VIR201	investigational
4126	DB05111	Fontolizumab	investigational
4127	DB05115	NN344	investigational
4128	DB05116	Thymectacin	investigational
4129	DB05119	Rilapladib	investigational
4130	DB05120	AT1391	investigational
4131	DB05122	R1295	investigational
4132	DB05125	SC12267	investigational
4133	DB05127	ANA971	investigational
4134	DB05129	Elsamitrucin	investigational
4135	DB05130	INCB3284	investigational
4136	DB05131	TTP889	investigational
4137	DB05133	VP025	investigational
4138	DB05134	Tanespimycin	investigational
4139	DB05137	Lobeline	investigational
4140	DB05139	CR002	investigational
4141	DB05141	LY2181308	investigational
4142	DB05142	ND7001	investigational
4143	DB05146	XL820	investigational
4144	DB05147	CYT997	investigational
4145	DB05149	XL844	investigational
4146	DB05150	CAD106	investigational
4147	DB05152	NGX267	investigational
4148	DB05155	CR665	investigational
4149	DB05157	KC706	investigational
4150	DB05159	CCX915	investigational
4151	DB05161	Elafin	investigational
4152	DB05164	CMLVAX100	investigational
4153	DB05165	LY2275796	investigational
4154	DB05166	APD668	investigational
4155	DB05168	Vintafolide	investigational
4156	DB05169	AT9283	investigational
4157	DB05171	E-2012	investigational
4158	DB05177	DG051	investigational
4159	DB05183	MLN0415	investigational
4160	DB05184	XL228	investigational
4161	DB05187	Elafibranor	investigational
4162	DB05188	KD3010	investigational
4163	DB05190	XL281	investigational
4164	DB05191	Atl146e	investigational
4165	DB05192	MB07811	investigational
4166	DB05194	KB002	investigational
4167	DB05198	CYC116	investigational
4168	DB05199	LX1031	investigational
4169	DB05200	AT2220	investigational
4170	DB05201	V24343	investigational
4171	DB05202	Egaptivon pegol	investigational
4172	DB05203	SPP1148	investigational
4173	DB05204	XL418	investigational
4174	DB05205	CX157	investigational
4175	DB05207	SD118	investigational
4176	DB05209	Rozrolimupab	investigational
4177	DB05210	SF1126	investigational
4178	DB05212	HE3286	investigational
4179	DB05214	KD7040	investigational
4180	DB05217	GMX1777	investigational
4181	DB05218	PN0621	investigational
4182	DB05219	Crisaborole	approved, investigational
4183	DB05220	Alisertib	investigational
4184	DB05222	KB001	investigational
4185	DB05223	Pracinostat	investigational
4186	DB05224	REP8839	investigational
4187	DB05225	AM103	investigational
4188	DB05226	BTA9881	investigational
4189	DB05227	APD791	investigational
4190	DB05228	RDEA806	investigational
4191	DB05229	Beraprost	investigational
4192	DB05232	Tetrodotoxin	investigational
4193	DB05233	AP1081	investigational
4194	DB05234	LGD2941	investigational
4195	DB05235	NRP409	investigational
4196	DB05239	Cobimetinib	approved, investigational
4197	DB05241	XL765	investigational
4198	DB05243	XL019	investigational
4199	DB05246	Methsuximide	approved
4200	DB05249	FavId	investigational
4201	DB05252	Fenoxaprop-ethyl	investigational
4202	DB05253	Telapristone acetate	investigational
4203	DB05254	Fibrinolysin	investigational
4204	DB05255	Ronacaleret	investigational
4205	DB05258	Interferon alfa	investigational
4206	DB05259	Glatiramer	approved, investigational
4207	DB05260	Gallium nitrate	approved, investigational
4208	DB05262	Oxypurinol	investigational
4209	DB05264	NPI 32101	investigational
4210	DB05265	Ecabet	investigational
4211	DB05266	Ibudilast	investigational
4212	DB05268	iCo-007	investigational
4213	DB05271	Rotigotine	approved
4214	DB05276	Hepatitis B Immune Globulin	approved, investigational
4215	DB05282	MCC	investigational
4216	DB05284	CA4P	investigational
4217	DB05289	Tarenflurbil	investigational
4218	DB05290	SPP 301	investigational
4219	DB05294	Vandetanib	approved
4220	DB05295	Eldecalcitol	investigational
4221	DB05297	Paclitaxel docosahexaenoic acid	investigational
4222	DB05298	Tetomilast	investigational
4223	DB05299	keyhole limpet hemocyanin	approved, investigational
4224	DB05301	LAX-101	investigational
4225	DB05303	OMS-103HP	investigational
4226	DB05304	Girentuximab	investigational
4227	DB05305	Cintredekin Besudotox	investigational
4228	DB05308	ANX-510	investigational
4229	DB05309	TP-508	investigational
4230	DB05311	Ecallantide	approved, investigational
4231	DB05316	Pimavanserin	approved, investigational
4232	DB05317	TAK-475	investigational
4233	DB05319	Oportuzumab monatox	investigational
4234	DB05321	PEG-uricase	investigational
4235	DB05327	Ranirestat	investigational
4236	DB05328	VGV-1	investigational
4237	DB05332	Romiplostim	approved
4238	DB05337	SOT-107	investigational
4239	DB05339	MN-305	investigational
4240	DB05343	Arundic acid	investigational
4241	DB05345	SO-101	investigational
4242	DB05351	Dexlansoprazole	approved, investigational
4243	DB05361	SR-123781A	investigational
4244	DB05362	SSR-126517E	investigational
4245	DB05364	ROX-888	investigational
4246	DB05367	Actelion-1	investigational
4247	DB05369	HZT-501	investigational
4248	DB05372	CP-945598	investigational
4249	DB05374	Rindopepimut	investigational
4250	DB05381	Histamine	approved, investigational
4251	DB05382	Iodine	approved, investigational
4252	DB05383	Pimagedine	investigational
4253	DB05386	Regramostim	investigational
4254	DB05387	AE-941	investigational
4255	DB05389	Tetrachlorodecaoxide	approved, investigational
4256	DB05390	INS 316	investigational
4257	DB05391	liposomal prostaglandin E1	investigational
4258	DB05395	Amibegron	investigational
4259	DB05398	C31G	investigational
4260	DB05399	Succinobucol	investigational
4261	DB05403	CEP-1347	investigational
4262	DB05404	AZD 3355	investigational
4263	DB05407	TBC-3711	investigational
4264	DB05408	Emricasan	investigational
4265	DB05412	Talmapimod	investigational
4266	DB05413	Tifuvirtide	investigational
4267	DB05414	Pipendoxifene	investigational
4268	DB05415	OSI-461	investigational
4269	DB05416	Cardarine	investigational
4270	DB05417	GW 468816	investigational
4271	DB05418	GW 597599	investigational
4272	DB05419	ADX-10061	investigational
4273	DB05420	Gallium maltolate	investigational
4274	DB05421	CP-122721	investigational
4275	DB05422	OPC-14523	investigational
4276	DB05423	ORG-34517	investigational
4277	DB05424	Canertinib	investigational
4278	DB05428	motexafin gadolinium	investigational
4279	DB05429	CAT-213	investigational
4280	DB05431	MLN-977	investigational
4281	DB05432	DAS-431 IV	investigational
4282	DB05434	ABT-510	investigational
4283	DB05442	Etiprednol dicloacetate	investigational
4284	DB05443	ADL 10-0101	investigational
4285	DB05446	LJP 1082	investigational
4286	DB05447	AVI-4557	investigational
4287	DB05448	PX-12	investigational
4288	DB05449	FM-VP4	investigational
4289	DB05451	P54	investigational
4290	DB05452	PH-284	investigational
4291	DB05455	SR 121463	investigational
4292	DB05457	OSI-7904L	investigational
4293	DB05458	Pozanicline	investigational
4294	DB05459	Briakinumab	investigational
4295	DB05460	Ezatiostat	investigational
4296	DB05461	OPC-28326	investigational
4297	DB05463	ISS-1018	investigational
4298	DB05464	NOX-700	investigational
4299	DB05465	Tandutinib	investigational
4300	DB05466	R673	investigational
4301	DB05467	R667	investigational
4302	DB05468	R411	investigational
4303	DB05469	R450	investigational
4304	DB05470	VX-702	investigational
4305	DB05471	SGN-30	investigational
4306	DB05472	omega interferon	investigational
4307	DB05475	Golotimod	investigational
4308	DB05476	WX-UK1	investigational
4309	DB05478	Pradefovir Mesylate	investigational
4310	DB05479	CZEN 002	investigational
4311	DB05481	Recombinant alpha 1-antitrypsin	investigational
4312	DB05482	7-ethyl-10-hydroxycamptothecin	investigational
4313	DB05483	PCL-016	investigational
4314	DB05484	MDX-018	investigational
4315	DB05487	Custirsen	investigational
4316	DB05488	Technetium Tc-99m ciprofloxacin	investigational
4317	DB05489	ACA 125	investigational
4318	DB05490	AMG-131	investigational
4319	DB05492	Epicept NP-1	investigational
4320	DB05494	Elacytarabine	investigational
4321	DB05495	PG-530742	investigational
4322	DB05501	AMD-070	investigational
4323	DB05505	NM-702	investigational
4324	DB05506	ISIS 113715	investigational
4325	DB05507	VX-765	investigational
4326	DB05509	LI-301	investigational
4327	DB05511	Piclidenoson	investigational
4328	DB05513	Atiprimod	investigational
4329	DB05514	Cobiprostone	investigational
4330	DB05518	Managlinat dialanetil	investigational
4331	DB05521	Telaprevir	approved, withdrawn
4332	DB05524	Pelitinib	investigational
4333	DB05530	CPG 10101	investigational
4334	DB05532	BMS-488043	investigational
4335	DB05533	QR-333	investigational
4336	DB05540	Alanosine	investigational
4337	DB05541	Brivaracetam	approved, investigational
4338	DB05542	Naronapride	investigational
4339	DB05552	TG100-115	investigational
4340	DB05553	Regrelor	investigational
4341	DB05559	NF-kappaB Decoy	investigational
4342	DB05562	Naluzotan	investigational
4343	DB05578	Ramucirumab	approved, investigational
4344	DB05590	Bedoradrine	investigational
4345	DB05595	Farletuzumab	investigational
4346	DB05607	PRX-08066	investigational
4347	DB05624	Teverelix	investigational
4348	DB05630	Sodium stibogluconate	approved, investigational
4349	DB05642	DDP-225	investigational
4350	DB05644	KP-1461	investigational
4351	DB05659	Faropenem medoxomil	investigational
4352	DB05662	NP-50301	investigational
4353	DB05667	Levoketoconazole	investigational
4354	DB05668	Palifosfamide	investigational
4355	DB05675	EP-2104R	investigational
4356	DB05676	Apremilast	approved, investigational
4357	DB05678	SLx-4090	investigational
4358	DB05679	Ustekinumab	approved, investigational
4359	DB05685	FX06	investigational
4360	DB05687	BL-1020	investigational
4361	DB05688	CRx-119	investigational
4362	DB05695	NPS-2143	investigational
4363	DB05706	13-deoxydoxorubicin	investigational
4364	DB05708	GTS-21	investigational
4365	DB05710	Gantacurium	investigational
4366	DB05712	AZD-9684	investigational
4367	DB05713	LY-517717	investigational
4368	DB05714	Flovagatran	investigational
4369	DB05736	MIV-701	investigational
4370	DB05737	Varespladib methyl	investigational
4371	DB05739	CYT006-AngQb	investigational
4372	DB05740	RPI-78M	investigational
4373	DB05744	CRx-139	investigational
4374	DB05749	MPI-674	investigational
4375	DB05750	AVE-1625	investigational
4376	DB05752	ALKS 27	investigational
4377	DB05758	CYT007-TNFQb	investigational
4378	DB05766	ACP-104	investigational
4379	DB05767	Andrographolide	investigational
4380	DB05771	LLL-3348	investigational
4381	DB05773	Trastuzumab emtansine	approved, investigational
4382	DB05777	Thrombomodulin Alfa	approved, investigational
4383	DB05785	LGD-1550	investigational
4384	DB05786	Irofulven	investigational
4385	DB05787	LM-609	investigational
4386	DB05790	SR 140333	investigational
4387	DB05792	Arylacenamide	investigational
4388	DB05793	PRO-542	investigational
4389	DB05796	Daglutril	investigational
4390	DB05797	TNX-901	investigational
4391	DB05798	GEM-231	investigational
4392	DB05801	GTI 2040	investigational
4393	DB05806	Cositecan	investigational
4394	DB05812	Abiraterone	approved
4395	DB05814	GPI-1485	investigational
4396	DB05824	CNS-5161	investigational
4397	DB05829	Parathyroid hormone	approved, investigational
4398	DB05831	ING-1	investigational
4399	DB05838	OPC-51803	investigational
4400	DB05846	Mito-4509	investigational
4401	DB05848	humanized SMART Anti-IL-12 Antibody	investigational
4402	DB05849	NCX 950	investigational
4403	DB05854	CLX-0921	investigational
4404	DB05855	Rivanicline	investigational
4405	DB05864	PPI-2458	investigational
4406	DB05867	99mTc-14 F7 Mab	investigational
4407	DB05868	Ciluprevir	investigational
4408	DB05869	Ethyl pyruvate	investigational
4409	DB05871	UC-781	investigational
4410	DB05879	AME-527	investigational
4411	DB05882	CHF 4227	investigational
4412	DB05883	ABX-PTH	investigational
4413	DB05885	Seletracetam	investigational
4414	DB05888	MEM 1414	investigational
4415	DB05889	Inotuzumab ozogamicin	approved, investigational
4416	DB05890	Veglin	investigational
4417	DB05892	RI 624	investigational
4418	DB05895	HGS-TR2J	investigational
4419	DB05897	rhIGFBP-3	investigational
4420	DB05905	TD-2749	investigational
4421	DB05906	CCR5 mAb	investigational
4422	DB05913	OSI-930	investigational
4423	DB05915	MYO-029	investigational
4424	DB05916	CT-011	investigational
4425	DB05920	RTA 744	investigational
4426	DB05928	Dovitinib	investigational
4427	DB05930	SB-559448	investigational
4428	DB05931	Pegdinetanib	investigational
4429	DB05932	Denibulin	investigational
4430	DB05934	CTCE-0214	investigational
4431	DB05936	CVT-6883	investigational
4432	DB05938	Edonerpic	investigational
4433	DB05939	MK-0354	investigational
4434	DB05941	Leronlimab	investigational
4435	DB05943	Resatorvid	investigational
4436	DB05944	Varlitinib	investigational
4437	DB05945	MDX-1303	investigational
4438	DB05950	Contulakin-G	investigational
4439	DB05956	EVT-101	investigational
4440	DB05959	ENMD-1198	investigational
4441	DB05961	PPL-100	investigational
4442	DB05964	Amitifadine	investigational
4443	DB05966	TAS-108	investigational
4444	DB05967	ANZ-100	investigational
4445	DB05968	PR-104	investigational
4446	DB05969	SNS-032	investigational
4447	DB05971	Archexin	investigational
4448	DB05983	Bardoxolone methyl	investigational
4449	DB05984	RAF-265	investigational
4450	DB05990	Obeticholic acid	approved
4451	DB05992	Plinabulin	investigational
4452	DB05993	PRX-07034	investigational
4453	DB05996	Glembatumumab vedotin	investigational
4454	DB06011	AMG-222	investigational
4455	DB06013	Aldoxorubicin	investigational
4456	DB06016	Cariprazine	approved, investigational
4457	DB06021	AV-412	investigational
4458	DB06039	PA-1050040	investigational
4459	DB06040	Filanesib	investigational
4460	DB06042	ZEN-012	investigational
4461	DB06043	Olaratumab	approved, investigational
4462	DB06050	TB-402	investigational
4463	DB06058	XTL-6865	investigational
4464	DB06061	AZD-8330	investigational
4465	DB06064	KAI-1455	investigational
4466	DB06069	XMT-1001	investigational
4467	DB06070	SNX-5422	investigational
4468	DB06073	CTS-21166	investigational
4469	DB06075	Linsitinib	investigational
4470	DB06077	Lumateperone	investigational
4471	DB06080	ABT-869	investigational
4472	DB06081	Caplacizumab	approved, investigational
4473	DB06082	PX-478	investigational
4474	DB06083	Tapinarof	investigational
4475	DB06089	ICA-105665	investigational
4476	DB06090	Bradanicline	investigational
4477	DB06094	Apatorsen	investigational
4478	DB06096	NXN-188	investigational
4479	DB06097	GSK-923295	investigational
4480	DB06098	PRLX 93936	investigational
4481	DB06101	IMC-1C11	investigational
4482	DB06103	VX-148	investigational
4483	DB06109	YKP-1358	investigational
4484	DB06116	Eldelumab	investigational
4485	DB06124	L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal	investigational
4486	DB06127	Bisegliptin	investigational
4487	DB06133	Dimethylcurcumin	investigational
4488	DB06134	SNS-314	investigational
4489	DB06137	KX-01	investigational
4490	DB06138	IRL-1620	investigational
4491	DB06140	SUVN-502	investigational
4492	DB06144	Sertindole	approved, investigational, withdrawn
4493	DB06145	Spiramycin	approved
4494	DB06147	Sulfathiazole	approved, vet_approved
4495	DB06148	Mianserin	approved, investigational
4496	DB06151	Acetylcysteine	approved, investigational
4497	DB06152	Nylidrin	approved
4498	DB06153	Pizotifen	approved
4499	DB06154	Pentaerythritol tetranitrate	approved
4500	DB06155	Rimonabant	approved, investigational
4501	DB06156	Tesofensine	investigational
4502	DB06157	Istaroxime	investigational
4503	DB06159	Rubitecan	investigational
4504	DB06162	Lumiliximab	investigational
4505	DB06168	Canakinumab	approved, investigational
4506	DB06174	Noscapine	approved, investigational
4507	DB06176	Romidepsin	approved, investigational
4508	DB06184	AEG35156	investigational
4509	DB06185	Forodesine	investigational
4510	DB06186	Ipilimumab	approved
4511	DB06190	Solabegron	investigational
4512	DB06191	Zosuquidar	investigational
4513	DB06194	Elocalcitol	investigational
4514	DB06195	Seliciclib	investigational
4515	DB06196	Icatibant	approved, investigational
4516	DB06199	Atrasentan	investigational
4517	DB06201	Rufinamide	approved
4518	DB06202	Lasofoxifene	approved, investigational
4519	DB06203	Alogliptin	approved
4520	DB06204	Tapentadol	approved
4521	DB06205	Vorhyaluronidase alfa	approved, investigational
4522	DB06207	Silodosin	approved
4523	DB06209	Prasugrel	approved
4524	DB06210	Eltrombopag	approved
4525	DB06211	Doripenem	approved, investigational
4526	DB06212	Tolvaptan	approved
4527	DB06213	Regadenoson	approved, investigational
4528	DB06216	Asenapine	approved
4529	DB06217	Vernakalant	approved, investigational
4530	DB06218	Lacosamide	approved
4531	DB06226	Nelipepimut-S	investigational
4532	DB06228	Rivaroxaban	approved
4533	DB06229	Ocaperidone	investigational
4534	DB06230	Nalmefene	approved, investigational, withdrawn
4535	DB06231	Caldaret	investigational
4536	DB06233	Ridaforolimus	investigational
4537	DB06234	Maribavir	investigational
4538	DB06237	Avanafil	approved
4539	DB06240	Tariquidar	investigational
4540	DB06241	Clenoliximab	investigational
4541	DB06243	Eflornithine	approved, withdrawn
4542	DB06245	Lanoteplase	investigational
4543	DB06246	Exisulind	investigational
4544	DB06247	CX516	investigational
4545	DB06248	Amelubant	investigational
4546	DB06249	Arzoxifene	approved, investigational
4547	DB06258	Bimoclomol	investigational
4548	DB06262	Droxidopa	approved, investigational
4549	DB06263	Amrubicin	investigational
4550	DB06266	Lonidamine	investigational
4551	DB06267	Udenafil	approved, investigational
4552	DB06268	Sitaxentan	approved, investigational, withdrawn
4553	DB06271	Sulodexide	approved, investigational
4554	DB06273	Tocilizumab	approved
4555	DB06274	Alvimopan	approved, investigational
4556	DB06281	Torcetrapib	investigational
4557	DB06282	Levocetirizine	approved
4558	DB06285	Teriparatide	approved, investigational
4559	DB06287	Temsirolimus	approved
4560	DB06288	Amisulpride	approved, investigational
4561	DB06290	Simeprevir	approved
4562	DB06292	Dapagliflozin	approved
4563	DB06307	Apoptone	investigational
4564	DB06311	Darapladib	investigational
4565	DB06314	SGX-523	investigational
4566	DB06317	Elotuzumab	approved
4567	DB06318	AVE9633	investigational
4568	DB06321	R-348	investigational
4569	DB06322	Carotuximab	investigational
4570	DB06324	XmAb 2513	investigational
4571	DB06325	Pegpleranib	investigational
4572	DB06333	Trodusquemine	investigational
4573	DB06335	Saxagliptin	approved
4574	DB06342	Coltuximab ravtansine	investigational
4575	DB06343	Teprotumumab	investigational
4576	DB06345	AR-9281	investigational
4577	DB06346	Fiboflapon	investigational
4578	DB06347	Cenisertib	investigational
4579	DB06350	Elinogrel	investigational
4580	DB06354	Tezampanel	investigational
4581	DB06356	TRC093	investigational
4582	DB06358	Iclaprim	investigational
4583	DB06360	Lucatumumab	investigational
4584	DB06362	Becatecarin	investigational
4585	DB06366	Pertuzumab	approved
4586	DB06367	Relacatib	investigational
4587	DB06371	Siplizumab	investigational
4588	DB06372	Rilonacept	approved, investigational
4589	DB06374	Elacestrant	investigational
4590	DB06376	CHGN111	investigational
4591	DB06393	Xaliproden	investigational
4592	DB06401	Bazedoxifene	approved, investigational
4593	DB06403	Ambrisentan	approved, investigational
4594	DB06404	Human C1-esterase inhibitor	approved
4595	DB06406	Idraparinux	investigational
4596	DB06408	Taribavirin	investigational
4597	DB06409	Morphine glucuronide	investigational
4598	DB06410	Doxercalciferol	approved
