mondo_id	label	icd10
0002307	blepharoconjunctivitis	[H10.5,H10.50]
0004966	gastritis (disease)	[K29.7]
0004967	acute lymphoblastic leukemia (disease)	[C91.0,C91.00]
0002305	thrombophilia	[D68.59]
0004957	mucinous adenocarcinoma	[]
0004958	oral cavity squamous cell carcinoma	[]
0004907	alopecia	[L65.9]
0004901	lingual-facial-buccal dyskinesia	[G24.4]
0004933	hypoplastic left heart syndrome	[Q23.4]
0004926	dacryocystitis	[H04.30]
0003582	hereditary breast ovarian cancer syndrome	[C56,C50]
0002258	pharyngitis	[J02.9,J02]
0014242	van Maldergem syndrome 2	[]
0014243	Prader-Willi syndrome due to point mutation	[Q87.1]
0014240	periventricular nodular heterotopia 6	[]
0014248	autism spectrum disorder - epilepsy - arthrogryposis syndrome	[Q87.8]
0014249	multiple fibroadenoma of the breast	[D24]
0014246	episodic pain syndrome, familial, 2	[]
0014247	familial episodic pain syndrome with predominantly lower limb involvement	[M79.6]
0014244	hereditary sensory and autonomic neuropathy type 7	[G60.8]
0014245	Diamond-Blackfan anemia 12	[]
0002249	thrombocytosis disease	[]
0002244	factor VII deficiency	[]
0014253	autoimmune lymphoproliferative syndrome type 3	[D47.9]
0041850	pneumonia caused by gram negative bacteria	[]
0014254	otofaciocervical syndrome 2	[]
0015583	2p21 microdeletion syndrome	[Q93.5]
0014257	nephrotic syndrome, type 9	[]
0014258	congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome	[E72.8]
0014255	complement factor b deficiency	[]
0014256	retinitis pigmentosa 67	[H35.5]
0002271	colon adenocarcinoma	[]
0014219	alacrima, achalasia, and mental retardation syndrome	[]
0002279	iron metabolism disease	[E83.10,E83.1]
0002278	benign colon neoplasm	[]
0002277	arteriosclerosis disorder	[I25.1,I70]
0015552	acral dystrophic epidermolysis bullosa	[Q81.2]
0014221	triosephosphate isomerase deficiency	[D55.2]
0014228	corneal dystrophy, Fuchs endothelial, 8	[]
0014229	microphthalmia, syndromic 12	[]
0014226	idiopathic CD4 lymphocytopenia	[D72.8]
0014227	hypopigmentation-punctate palmoplantar keratoderma syndrome	[Q82.8]
0014224	developmental delay with autism spectrum disorder and gait instability	[]
0014225	hemochromatosis type 5	[E83.1]
0014223	amyotrophic lateral sclerosis type 19	[]
0041825	bacterial meningitis caused by gram-negative bacteria	[]
0002269	gastroenteritis	[K52.9]
0002267	obstructive lung disease	[]
0014231	juvenile onset Parkinson disease 19A	[G20]
0014230	candidiasis, familial, 8	[]
0014239	testicular anomalies with or without congenital heart disease	[]
0014237	autosomal recessive nonsyndromic deafness 76	[H90.3]
0014238	severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome	[Q87.8]
0015566	2q24 microdeletion syndrome	[Q93.5]
0014236	Ehlers-Danlos syndrome, musculocontractural type 2	[]
0015564	Castleman disease	[D47.4,D47.Z2]
0014233	early-onset Parkinson disease 20	[]
0014234	reticulate acropigmentation of Kitamura	[L81.8]
0003540	acute T cell leukemia	[C91.50,C91.5]
0004872	hemorrhoid	[K64]
0004876	myocardial stunning	[]
0014206	severe early-onset pulmonary alveolar proteinosis due to MARS deficiency	[J84.0]
0014204	basal ganglia calcification, idiopathic, 5	[]
0014205	severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome	[Q87.0]
0014202	primary ciliary dyskinesia 24	[Q34.8]
0014203	primary ciliary dyskinesia 25	[Q34.8]
0014200	aldosterone-producing adenoma with seizures and neurological abnormalities	[E26.0]
0014201	early infantile epileptic encephalopathy without suppression burst	[G40.4]
0016862	Alagille syndrome due to a JAG1 point mutation	[Q44.7]
0041806	drug-resistant tuberculosis	[]
0014208	Charcot-Marie-Tooth disease type 2R	[G60.0]
0004868	biliary tract disease	[K83.9]
0014209	early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome	[G31.8]
0002203	constipation disorder	[K59.0,K59.00]
0014210	intellectual disability-hypotonia-spasticity-sleep disorder syndrome	[G93.8]
0014217	telangiectasia, hereditary hemorrhagic, type 5	[]
0014218	severe dermatitis-multiple allergies-metabolic wasting syndrome	[Q82.8]
0014215	primary ciliary dyskinesia 27	[Q34.8]
0014216	primary ciliary dyskinesia 28	[Q34.8]
0014213	intellectual disability-feeding difficulties-developmental delay-microcephaly syndrome	[Q87.8]
0015545	macrophage activation syndrome	[]
0014214	short-rib thoracic dysplasia 8 with or without polydactyly	[Q77.2]
0014211	primary ciliary dyskinesia 26	[Q34.8]
0014212	sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	[E72.1]
0004896	esotropia	[H50.0,H50.00]
0016838	16q24.3 microdeletion syndrome	[Q93.5]
0002229	ovarian epithelial tumor	[]
0016841	20p12.3 microdeletion syndrome	[Q93.5]
0015517	common variable immunodeficiency	[D83.8,D83,D83.2,D83.9,D83.1,D83.0]
0015518	infantile bilateral striatal necrosis	[G23.2]
0015522	situs ambiguus	[Q89.3]
0015523	epithelioid hemangioendothelioma	[D18.0]
0014286	neuropathy, hereditary sensory, type 1F	[]
0014287	short-rib thoracic dysplasia 11 with or without polydactyly	[Q77.2]
0014284	short-rib thoracic dysplasia 10 with or without polydactyly	[Q87.5,Q77.2]
0014285	congenital dyserythropoietic anemia type type 1B	[]
0014282	hereditary spastic paraplegia 72	[G11.4]
0014283	autosomal dominant nonsyndromic deafness 56	[H90.3]
0014280	immunodeficiency 19	[]
0014289	macrocephaly-developmental delay syndrome	[Q75.3]
0002283	neuroaxonal dystrophy	[]
0002281	macrocytic anemia (disease)	[]
0014290	neurodegeneration with brain iron accumulation 6	[G23.0]
0014295	hereditary spastic paraplegia 57	[G11.4]
0014292	leukoencephalopathy with mild cerebellar ataxia and white matter edema	[E75.2]
0014299	schwannomatosis 2	[]
0041879	staphylococcus aureus pneumonia	[]
0014265	Alzheimer disease 18	[]
0014262	Rienhoff syndrome	[]
0014263	8q24.3 microdeletion syndrome	[]
0014260	immunodeficiency, common variable, 10	[]
0014261	growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	[E88.8]
0014268	combined immunodeficiency due to OX40 deficiency	[D81.8]
0014269	combined oxidative phosphorylation deficiency 19	[]
0015597	pustulosis palmaris et plantaris	[L40.3]
0014266	age related macular degeneration 15	[]
0014267	severe combined immunodeficiency due to IKK2 deficiency	[D81.2]
0014275	Fanconi renotubular syndrome 3	[]
0014276	combined immunodeficiency due to CD3gamma deficiency	[D81.2]
0014273	microcephaly-thin corpus callosum-intellectual disability syndrome	[Q87.8]
0014274	L-ferritin deficiency	[]
0014271	STT3B-CDG	[E77.8]
0014272	palmoplantar keratoderma, Nagashima type	[Q82.8]
0014270	STT3A-CDG	[E77.8]
0014278	immunodeficiency 18	[]
0016817	Meier-Gorlin syndrome	[Q87.1]
0016825	mitochondrial myopathy-lactic acidosis-deafness syndrome	[G71.3]
0016824	myofibromatosis	[D48.1]
0016823	mycetoma	[B47,B47.9,B47.1,B47.0]
0016820	Moyamoya disease	[I67.5]
0016829	familial visceral myopathy	[K56.0]
0004822	bronchiectasis	[J47,J47.9]
0016828	autosomal recessive sideroblastic anemia	[D64.0]
0016826	methylmalonic acidemia with homocystinuria	[E71.1]
0016833	14q12 microdeletion syndrome	[Q93.5]
0016830	Emery-Dreifuss muscular dystrophy	[G71.0]
0004854	ophthalmia neonatorum	[P39.1]
0004855	tenosynovitis	[]
0004857	tendinitis	[M77.9]
0004849	pulmonary emphysema	[J43,J43.8]
0016809	spinocerebellar ataxia with epilepsy	[]
0004842	stomatitis	[K12.1]
0016808	mitochondrial DNA depletion syndrome, hepatocerebral form	[]
0004843	pathologic nystagmus	[H55.0,H55.00]
0004844	oral mucosa leukoplakia	[K13.21,K13.2]
0016814	maternally-inherited Leigh syndrome	[G31.8]
0016812	dopa-responsive dystonia	[G24.8]
0004805	leukocyte disease	[D72.9]
0004802	pulmonary eosinophilia	[]
0004795	otitis externa	[H60]
0002135	optic nerve disease	[]
0016784	gestational trophoblastic disease	[]
0014121	autosomal dominant childhood-onset proximal spinal muscular atrophy with contractures	[G12.1]
0015452	Coffin-Siris syndrome	[Q87.1]
0014122	myofibromatosis, infantile, 2	[]
0014120	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A13	[]
0014129	autosomal recessive limb-girdle muscular dystrophy type 2R	[G71.0]
0015459	nasopharyngeal carcinoma	[C11.2,C11.1,C11.0,C11,C11.9,C11.3]
0014128	craniosynostosis 3	[]
0014125	symphalangism, proximal, 1B	[]
0014126	Perrault syndrome 4	[]
0016786	partial hydatidiform mole	[O01.1]
0014123	primary ciliary dyskinesia 21	[Q34.8]
0014124	Adams-Oliver syndrome 4	[]
0016785	complete hydatidiform mole	[O01.0]
0003452	cochlear disease	[]
0004784	allergic asthma	[J45]
0002120	neuroendocrine carcinoma	[]
0004789	cholangitis	[K83.0]
0002125	status epilepticus	[G41]
0004781	acute myocardial infarction	[I21.3,I21.9]
0004782	diabetes insipidus	[E23.2]
0014132	multiple mitochondrial dysfunctions syndrome 3	[G31.8]
0014133	epileptic encephalopathy, early infantile, 16	[]
0015461	short rib-polydactyly syndrome	[Q77.2]
0014131	hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome	[Q82.8]
0015469	craniosynostosis	[Q75.0]
0014138	nemaline myopathy 8	[]
0014139	Ehlers-Danlos syndrome, progeroid type, 2	[]
0014136	pulmonary hypertension, primary, 4	[]
0014137	precocious puberty, central, 2	[]
0014134	pulmonary hypertension, primary, 2	[]
0015466	cranio-osteoarthropathy	[M89.4]
0002154	trichomoniasis	[A59,A59.9]
0003482	Pediculus humanus corporis infestation	[B85.1]
0002158	fallopian tube cancer	[C57.0]
0016761	spondylo-epi-(meta)-physeal dysplasia	[Q77.7]
0014107	hypogonadotropic hypogonadism 21 with or without anosmia	[E23.0]
0014108	Fanconi anemia complementation group Q	[]
0014105	hypogonadotropic hypogonadism 19 with or without anosmia	[E23.0]
0014106	hypogonadotropic hypogonadism 20 with or without anosmia	[E23.0]
0014103	hypogonadotropic hypogonadism 18 with or without anosmia	[E23.0]
0014104	cerebellar ataxia, mental retardation, and dysequilibrium syndrome 4	[]
0014101	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 12	[]
0014102	hypogonadotropic hypogonadism 17 with or without anosmia	[E23.0]
0003471	Pediculus humanus capitis infestation	[B85.0]
0003470	cellular ependymoma	[]
0014109	NGLY1-deficiency	[E77.8]
0002146	hypogonadism	[]
0002145	sex differentiation disease	[]
0002144	hyperuricemia (disease)	[]
0003475	papillary ependymoma	[]
0014110	cataract 15 multiple types	[Q12.0]
0014111	cataract 19 multiple types	[Q12.0]
0014118	congenital neutropenia-myelofibrosis-nephromegaly syndrome	[D70]
0014119	intellectual disability-strabismus syndrome	[H50.8]
0014116	complex cortical dysplasia with other brain malformations 2	[]
0014117	Charcot-Marie-Tooth disease type 4B3	[G60.0]
0014114	cardiofaciocutaneous syndrome 4	[]
0014115	hypomyelination with brain stem and spinal cord involvement and leg spasticity	[E75.2]
0014112	cardiofaciocutaneous syndrome 2	[]
0014113	cardiofaciocutaneous syndrome 3	[]
0003424	oncocytic adenoma	[]
0016748	hemangioblastoma	[D33.4,D33.7]
0004741	tyrosinemia	[E70.21]
0004742	primary cerebellar degeneration	[]
0004743	hyperhomocysteinemia	[]
0015420	cleft lip and alveolus	[Q36.9,Q36.1,Q36.0]
0004737	homocystinuria (disease)	[E72.11]
0016759	pontocerebellar hypoplasia type 2	[Q04.3]
0015427	paroxysmal dyskinesia	[G24.8]
0004739	urea cycle disorder	[E72.2,E72.20]
0015426	Desbuquois dysplasia	[Q78.8]
0016755	neurofibroma	[]
0016754	vestibular schwannoma (disease)	[D33.3]
0004773	iridocyclitis (disease)	[H20.01]
0016718	choroid plexus carcinoma	[C71.7]
0002108	thyroid cancer	[C73]
0004765	intrinsic asthma	[J45]
0004768	keratoconjunctivitis	[H16.20,H16.2]
0003436	lung oat cell carcinoma	[]
0003435	microcystic adenoma	[]
0014180	epidermolysis bullosa simplex due to BP230 deficiency	[Q81.0]
0014187	aortic aneurysm, familial thoracic 8	[]
0014186	retinitis pigmentosa with or without situs inversus	[H35.5]
0014183	myopia 23, autosomal recessive	[]
0014184	specific language impairment 5	[]
0014181	amyotrophic lateral sclerosis type 20	[]
0014182	autosomal recessive nonsyndromic deafness 88	[H90.3]
0014189	age related macular degeneration 13	[]
0014190	combined oxidative phosphorylation defect type 17	[E88.8]
0014191	catecholaminergic polymorphic ventricular tachycardia 5	[I47.2]
0014198	mitochondrial DNA depletion syndrome 13	[E88.8]
0014199	epileptic encephalopathy, early infantile, 17	[]
0014196	Hartsfield-Bixler-Demyer syndrome	[Q87.8]
0014197	combined immunodeficiency due to MALT1 deficiency	[D81.8]
0014194	mitochondrial complex III deficiency nuclear type 6	[]
0014195	microcornea-myopic chorioretinal atrophy-telecanthus syndrome	[Q15.8]
0014192	primary ciliary dyskinesia 22	[Q34.8]
0014193	primary ciliary dyskinesia 23	[Q34.8]
0002177	hyperinsulinism (disease)	[E16.1]
0014165	multiple congenital anomalies-hypotonia-seizures syndrome 3	[Q87.8]
0014163	left ventricular noncompaction 10	[]
0014164	Meckel syndrome, type 11	[]
0014162	infantile hypertrophic cardiomyopathy due to MRPL44 deficiency	[I42.2]
0014169	dyschromatosis universalis hereditaria 3	[]
0014167	epilepsy, familial adult myoclonic, 5	[]
0014168	severe combined immunodeficiency due to CORO1A deficiency	[D81.2]
0002165	rectal neoplasm	[]
0002169	rectum adenocarcinoma	[]
0014177	myopia 22, autosomal dominant	[]
0014172	spermatogenic failure 12	[]
0014173	microcephaly 11, primary, autosomal recessive	[]
0014170	complex cortical dysplasia with other brain malformations 3	[]
0014171	complex cortical dysplasia with other brain malformations 4	[]
0014178	inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 2	[]
0014179	inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 3	[]
0014143	Noonan syndrome 8	[]
0014144	autosomal recessive limb-girdle muscular dystrophy type 2S	[G71.0]
0014141	muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B14	[]
0014142	autosomal recessive limb-girdle muscular dystrophy type 2T	[G71.0,G71.2]
0014140	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A14	[]
0014149	fetal akinesia-cerebral and retinal hemorrhage syndrome	[G71.2]
0014147	neuronal ceroid lipofuscinosis 13	[E75.4]
0014148	estrogen resistance syndrome	[]
0014145	Leber congenital amaurosis 17	[H35.5]
0014146	autosomal dominant hypocalcemia 2	[]
0002186	acute maxillary sinusitis	[J01.00,J01.0]
0002185	hyperostosis	[M89.3,M89.30]
0014154	Charcot-Marie-Tooth disease recessive intermediate c	[G60.0]
0041751	multibacillary leprosy	[]
0015486	keratoconus (disease)	[H18.60,H18.6]
0014155	atrial fibrillation, familial, 13	[]
0015483	mandibulofacial dysostosis	[Q75.4]
0014152	left ventricular noncompaction 8	[]
0014153	cone-rod dystrophy 18	[]
0014150	childhood onset epileptic encephalopathy	[]
0014158	nephronophthisis 16	[Q61.5]
0014159	autosomal recessive spinocerebellar ataxia 14	[G11.1]
0014156	atrial fibrillation, familial, 14	[]
0014157	mandibular hypoplasia-deafness-progeroid syndrome	[E34.8]
0016703	anaplastic oligoastrocytoma	[C71.9]
0016702	oligoastrocytoma	[C71.9]
0016700	anaplastic ependymoma	[C71.9]
0004708	esophagus carcinoma in situ	[D00.1]
0016705	angiocentric glioma	[C71.9]
0004703	bladder carcinoma in situ	[D09.0]
0016715	ependymoblastoma	[C71.9]
0016713	central nervous system Ewing sarcoma/peripheral primitive neuroectodermal tumor	[]
0016711	desmoplastic/nodular medulloblastoma	[C71.6]
0016710	medulloblastoma with extensive nodularity	[C71.6]
0004730	speech disorder	[]
0004728	diabetic macular edema	[]
0004721	liver neoplasm	[]
0004716	stomach carcinoma in situ	[D00.2]
0004717	peliosis hepatis	[K76.4]
0004674	chorioretinitis (disease)	[H30.9,H30]
0004675	mitochondrial encephalomyopathy	[]
0002010	FG syndrome	[]
0002012	methylmalonic acidemia	[E71.120]
0014000	congenital heart defects, multiple types, 2	[]
0016660	autosomal recessive primary microcephaly	[Q02]
0017991	Takayasu arteritis	[M31.4]
0017990	catecholaminergic polymorphic ventricular tachycardia	[I47.2]
0002009	major depressive disorder	[F32,F33.9,F32.9,F33]
0015339	adrenomyeloneuropathy	[E71.3]
0014008	phosphohydroxylysinuria	[]
0016669	sickle cell-hemoglobin c disease syndrome	[D57.2]
0014006	Schuurs-Hoeijmakers syndrome	[]
0016668	sickle cell-beta-thalassemia disease syndrome	[D57.2]
0014007	Aicardi-Goutieres syndrome 6	[]
0014004	basal ganglia calcification, idiopathic, 4	[]
0014005	immunoglobulin-mediated membranoproliferative glomerulonephritis	[N00.5]
0014002	autosomal dominant nocturnal frontal lobe epilepsy 5	[]
0014003	epileptic encephalopathy, early infantile, 15	[]
0005996	trichuriasis	[B79]
0016674	46,XY partial gonadal dysgenesis	[Q56.1]
0014011	autosomal recessive congenital ichthyosis 10	[Q80.2]
0014012	Charcot-Marie-Tooth disease axonal type 2Q	[G60.0]
0014010	autosomal recessive congenital ichthyosis 9	[Q80.2]
0016671	sickle cell-hemoglobin E disease syndrome	[D57.2]
0016670	sickle cell-hemoglobin d disease syndrome	[D57.2]
0014019	dystonia 24	[G24.8]
0014018	hereditary spastic paraplegia 54	[G11.4]
0014015	hereditary spastic paraplegia 56	[G11.4]
0014016	hereditary spastic paraplegia 49	[G11.4]
0016676	recurrent infections-inflammatory syndrome due to zinc metabolism disorder syndrome	[E83.2]
0014014	epidermolysis bullosa simplex due to exophilin 5 deficiency	[Q81.0]
0002033	cecum cancer	[C18.0]
0002032	colon carcinoma	[]
0002038	head and neck carcinoma	[]
0002037	pleural disease	[]
0002036	penile disease	[N48.8,N48.89]
0016640	fibrous dysplasia of bone	[Q78.1]
0016649	Warburg micro syndrome	[Q87.0]
0016648	multiple epiphyseal dysplasia (disease)	[Q77.3]
0017979	autoimmune lymphoproliferative syndrome	[D89.82,D47.9]
0016643	frontonasal dysplasia	[Q75.8]
0016642	meningioma (disease)	[D32.9]
0004686	lattice corneal dystrophy (disease)	[]
0003359	myxoid leiomyosarcoma	[]
0002026	candidiasis	[B37,B37.9]
0003356	epithelioid leiomyosarcoma	[]
0016657	8p11.2 deletion syndrome	[Q93.5]
0005961	sinusitis	[J01,J01.9,J01.90]
0016619	autosomal recessive hypohidrotic ectodermal dysplasia	[Q82.4]
0003304	plexiform neurofibroma (disease)	[]
0005960	silicosis	[J62,J62.8]
0005959	sick building syndrome	[]
0016621	juvenile Huntington disease	[G10]
0016620	primary hypertrophic osteoarthropathy	[M89.4]
0005952	scarlet fever	[A38.9,A38]
0005956	septicemic plague	[A20.7]
0004619	measles	[B05,B05.9]
0015300	cataract - microcornea syndrome	[Q13.8]
0015301	primary cutaneous amyloidosis	[E85.4+,L99.0*]
0004652	bacterial pneumonia	[J15.9]
0005984	tinea pedis	[B35.3]
0005988	toxocariasis	[B83.0]
0005989	toxoplasmosis	[B58,B58.9]
0016605	perinatal lethal hypophosphatasia	[E83.3]
0017935	hyperinsulinism due to HNF1A deficiency	[E16.1]
0005972	streptococcal pneumonia	[J13]
0004643	myeloid leukemia	[C92,C92.90,C92.9]
0005976	syphilis	[A51.0]
0016608	megalencephaly (disease)	[Q04.5]
0004647	in situ carcinoma	[D09.9]
0016607	odontohypophosphatasia	[E83.3]
0004648	vascular dementia	[F01,F01.5]
0003315	endometrium carcinoma in situ	[D07.0]
0005970	staphylococcal pneumonia	[]
0016611	lipoblastoma	[]
0014080	osteosclerotic metaphyseal dysplasia	[]
0014081	severe combined immunodeficiency due to CARD11 deficiency	[D81.2]
0014088	advanced sleep phase syndrome 2	[]
0014086	osteogenesis imperfecta type 15	[Q78.0]
0014087	Smith-McCort dysplasia 2	[]
0014084	ataxia with oculomotor apraxia type 3	[]
0014085	hydrocephalus, nonsyndromic, autosomal recessive 2	[]
0014082	cryptosporidiosis-chronic cholangitis-liver disease syndrome	[D81.8]
0014083	agammaglobulinemia 7, autosomal recessive	[]
0002087	peritoneum cancer	[C48.1]
0002081	musculoskeletal system disease	[]
0014091	mitochondrial complex V (ATP synthase) deficiency nuclear type 4	[E88.8]
0014090	polydactyly, postaxial, type A6	[]
0014099	nephrotic syndrome, type 8	[]
0014098	CIDEC-related familial partial lipodystrophy	[E88.1]
0014095	dilated cardiomyopathy 1JJ	[I42.0]
0014093	retinitis pigmentosa 66	[H35.5]
0014094	severe congenital hypochromic anemia with ringed sideroblasts	[D64.0]
0014066	mitochondrial complex III deficiency nuclear type 5	[]
0014065	mitochondrial complex III deficiency nuclear type 4	[]
0014062	mitochondrial DNA deletion syndrome with progressive myopathy	[G71.3]
0014060	progressive retinal dystrophy due to retinol transport defect	[H35.5]
0014061	Steel syndrome	[Q87.5]
0014070	oculocutaneous albinism type 7	[E70.3]
0014077	cobblestone lissencephaly without muscular or ocular involvement	[Q04.3]
0014078	platelet-type bleeding disorder 15	[]
0014075	cataract 39 multiple types	[Q12.0]
0014076	dyskeratosis congenita, autosomal recessive 5	[]
0014073	dilated cardiomyopathy 1II	[I42.0]
0014074	Charcot-Marie-Tooth disease dominant intermediate f	[G60.0]
0014071	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11	[]
0002050	depressive disorder	[F32,F33.9,F32.9]
0041656	ST-elevation myocardial infarction	[]
0002056	breast fibroadenoma	[D24]
0015375	orofaciodigital syndrome	[Q87.0]
0014042	left ventricular noncompaction 7	[]
0015373	Saldino-Mainzer syndrome	[Q87.5]
0014043	microcephalic primordial dwarfism due to ZNF335 deficiency	[Q87.1]
0014040	autosomal recessive osteopetrosis 8	[]
0015372	autosomal dominant macrothrombocytopenia	[D69.4]
0014048	Cowden syndrome 6	[]
0014047	Cowden syndrome 5	[]
0042979	hypokalemic periodic paralysis, type 1	[]
0002049	thrombocytopenia	[D69.6]
0002045	communicating hydrocephalus	[G91.0]
0014054	lymphoproliferative syndrome 2	[D47.9]
0014051	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2	[]
0014052	congenital myasthenic syndrome 8	[]
0014050	isolated microphthalmia 8	[Q11.0]
0014059	microphthalmia, isolated, with coloboma 9	[]
0014058	facial dysmorphism-immunodeficiency-livedo-short stature syndrome	[Q87.1]
0002078	heart septal defect	[Q21,Q21.9]
0014022	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 10	[]
0015353	distal hereditary motor neuropathy type 5	[G12.2]
0042972	meningococcemia	[]
0016684	anaplastic astrocytoma	[C71.9]
0014023	congenital muscular dystrophy with intellectual disability and severe epilepsy	[E77.8]
0014020	hereditary spastic paraplegia 55	[G11.4]
0042970	disorder of glutamate decarboxylase	[]
0014021	familial episodic pain syndrome with predominantly upper body involvement	[M79.6]
0016682	giant cell glioblastoma	[C71.9]
0016681	gliosarcoma	[G71.9]
0014028	distal arthrogryposis type 5D	[Q68.8]
0014029	osteogenesis imperfecta type 14	[Q78.0]
0014026	congenital stationary night blindness 1F	[]
0016689	gemistocytic astrocytoma	[C71.9]
0015358	hereditary motor and sensory neuropathy	[G60.0]
0014027	hypotrichosis 11	[]
0016688	fibrillary astrocytoma	[C71.9]
0016687	protoplasmic astrocytoma	[C71.9]
0014024	hereditary spastic paraplegia 43	[G11.4]
0014025	lower motor neuron syndrome with late-adult onset	[G12.1]
0016686	diffuse astrocytoma	[C71.9]
0003397	gingival hypertrophy	[]
0016696	anaplastic oligodendroglioma	[C79.1,C71.9]
0014033	dystonia 25	[G24.1]
0015364	hereditary sensory and autonomic neuropathy	[G60.8]
0016695	oligodendroglioma	[C71.9,C79.1]
0014034	severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome	[Q87.8]
0014031	microcephalic primordial dwarfism, Alazami type	[Q87.1]
0014032	brachydactyly type A1C	[]
0016693	subependymal giant cell astrocytoma	[D43.2]
0014030	primary ciliary dyskinesia 20	[Q34.8]
0016691	pilocytic astrocytoma	[C79.1,C71.9]
0014039	mitochondrial DNA depletion syndrome 11	[G71.3]
0014037	spermatogenic failure 11	[]
0016699	myxopapillary ependymoma	[D43.2]
0016698	ependymoma	[D43.2]
0014035	severe intellectual disability-progressive spastic diplegia syndrome	[G11.4]
0017909	inherited glutathione synthetase deficiency	[D55.1]
0005920	Plasmodium falciparum malaria	[B50,B50.9]
0005921	Plasmodium vivax malaria	[B51,B51.9]
0005915	pityriasis versicolor	[B36.0]
0005910	phagocyte bactericidal dysfunction	[]
0005904	pericarditis (disease)	[]
0017923	multiple synostoses syndrome	[Q78.8]
0005907	persian gulf syndrome	[]
0004614	chronic monocytic leukemia	[C93.1]
0005945	rhinoscleroma	[]
0004608	oropharynx cancer	[C10,C10.9,C10.8,C10.3,C10.2]
0004609	herpes simplex infectious disease	[B00.9,B00]
0005927	polyomavirus infectious disease	[]
0005901	pasteurellosis	[A28.0]
0005902	peanut allergic reaction	[]
0005884	opisthorchiasis	[B66.0]
0004555	kidney angiomyolipoma	[]
0005886	oral candidiasis	[B37.9,B37.0]
0005888	ornithosis	[A70]
0003225	bone marrow disease	[]
0016543	hyperphenylalaninemia due to tetrahydrobiopterin deficiency	[E70.1]
0003210	intrahepatic cholangiocarcinoma	[C22.1]
0004545	adult malignant schwannoma	[]
0017884	papillary renal cell carcinoma	[C64]
0015229	Bardet-Biedl syndrome	[Q87.8,Q87.89]
0015225	arthrogryposis syndrome	[Q68.8]
0016557	leukonychia totalis	[Q84.4]
0017886	MIT family translocation renal cell carcinoma	[C64]
0017885	chromophobe renal cell carcinoma	[C64]
0004577	corneal ulcer	[H16.00,H16.0]
0003240	thyroid gland disease	[E07.9,E00-E07,E00.E07]
0004579	retinoschisis	[H33.10]
0017851	erythrokeratodermia variabilis	[Q82.8]
0017850	sirenomelia	[Q87.2]
0017858	acute erythroid leukemia	[C94.0]
0017853	hypersensitivity pneumonitis	[J67.7,J67.6,J67.5,J67.4,J67.1,J67.3,J67.0,J67.2,J67.9,J67.8]
0003232	alcoholic pancreatitis	[]
0004565	intestinal obstruction	[K56.60,K56.69]
0005898	paronychia (disease)	[L03.0]
0004568	paralytic ileus (disease)	[K56.0]
0005893	pancreatic endocrine carcinoma	[C25.4]
0003233	essential tremor	[G25.0]
0015204	microlissencephaly	[Q04.3]
0017863	digitalis poisoning	[T46.0]
0016532	Lennox-Gastaut syndrome	[G40.4]
0005841	maxillary neoplasm	[]
0005845	meningoencephalitis	[A69.22,G04]
0017827	malignant peripheral nerve sheath tumor	[C47.9]
0004508	periapical periodontitis	[K04.5]
0005833	lymphatic system disease	[]
0005834	lymphogranuloma venereum	[A55]
0005835	Lynch syndrome	[D48.9]
0017838	sclerosteosis	[M85.2]
0016516	Kenny-Caffey syndrome	[Q87.1]
0005828	listeriosis	[A32.8,A32,A32.7,A32.9,A32.1,A32.0]
0017844	Sezary syndrome	[C84.10,C84.1]
0016512	Kabuki syndrome	[Q87.0]
0005862	multiple chemical sensitivity	[]
0005867	Mycoplasma pneumoniae pneumonia	[J15.7]
0005859	mucocutaneous leishmaniasis	[B55.2]
0017810	variant ABeta2M amyloidosis	[E85.1]
0004525	scabies	[B86]
0005848	miliary tuberculosis	[A19.9,A19]
0015290	neurotrophic keratopathy	[H16.2]
0015294	nephrogenic systemic fibrosis	[]
0015277	medullary thyroid gland carcinoma	[C73]
0015274	chronic beryllium disease	[J63.2]
0015275	partial atrioventricular canal	[Q21.2]
0015270	butyrylcholinesterase deficiency	[]
0015278	familial pancreatic carcinoma	[C25]
0015279	chronic mucocutaneous candidiasis (disease)	[B37.2]
0015280	cardiofaciocutaneous syndrome	[Q87.8]
0015288	herpes simplex virus keratitis	[B00.5+,H19.1*]
